name,bookings,rating,reviews,price,cuisine,location
La Canasta Burrito Shoppe,NA,NA,NA,2,Mexican,Central Phoenix
Denny's,NA,NA,NA,2,American,Downtown Phoenix
Bennys Mexican Food,NA,NA,NA,2,Mexican,Downtown Phoenix
Slice Of Sicily,NA,NA,NA,2,Italian,Downtown Phoenix
Pizza Heaven,NA,NA,NA,2,Italian,Downtown Phoenix
Arizona American Italian Club,NA,NA,NA,2,Italian,North Central Phoenix
Ticoz Resto-Bar,NA,NA,NA,2,Contemporary American,North Central Phoenix
Scotts Generations Restaurant & Delicatessen,NA,NA,NA,2,American,Downtown Phoenix
The Herb Box,NA,NA,NA,2,American,Downtown Phoenix
Basil & Garlic Bistro,NA,NA,NA,2,Italian,North Scottsdale
Pure Sushi Colony,NA,4.4 stars out of 5,Awesome,2,Sushi,North Central Phoenix
Otro Cafe,NA,NA,NA,2,Bistro,Downtown Phoenix
A G K Restaurants Incorporated,NA,NA,NA,2,American,Downtown Phoenix
Tasty Thai,NA,NA,NA,2,Thai,Tempe
Sombreros Mexican Grill,NA,NA,NA,2,Mexican,Tempe
Tailgate Sports Bar & Grill,NA,NA,NA,2,Grill,Tempe
Palo Verde Lounge,NA,NA,NA,2,American,Tempe
Freezer's Ice House Restaurant,NA,3.1 stars out of 5,Good,2,American,Tempe
613 Grill,NA,NA,NA,2,Kosher,North Central Phoenix
George's Kitchen Llc,NA,NA,NA,2,American,North Central Phoenix
Urban Beans,NA,NA,NA,2,American,North Central Phoenix
Jordans Mexican Food,NA,NA,NA,2,Mexican,Downtown Phoenix
Food Team,NA,NA,NA,2,American,Tempe
Giuseppes,NA,NA,NA,2,Italian,North Scottsdale
Italian Spoon,NA,NA,NA,2,Italian,Downtown Phoenix
Yz's Asian Hotpot & Bbq,NA,NA,NA,2,Barbecue,Tempe
Applebee's - Tempe,NA,NA,NA,3,American,Tempe
Pranksters Gar And Brill,NA,NA,NA,2,American,Tempe
Red Thai,NA,NA,NA,3,Thai,Downtown Phoenix
Shabu Fondue,NA,NA,NA,3,Asian,Downtown Phoenix
Gadzooks Enchiladas & Soup,NA,NA,NA,2,American,North Central Phoenix
Taste Of Mediterranean Restaurant,NA,NA,NA,2,Greek,North Central Phoenix
Spee-d Tee's Bbq & Subs,NA,NA,NA,2,Barbecue,Central Phoenix
Kachina Sports Lounge,NA,NA,NA,2,Chinese,Tempe
Eateries Office,NA,NA,NA,2,American,Tempe
Carlos O'Brien's Mexican Restaurant - Phoenix,NA,3.1 stars out of 5,Good,2,Mexican,North Central Phoenix
Ann's Asian Bistro & Bar,NA,NA,NA,2,Asian,Central Phoenix
Native New Yorker Restaurant,NA,NA,NA,2,American,Tempe
Asadero Norte De Sonora,NA,NA,NA,2,Mexican,Central Phoenix
New York's Best Italian Bistro,NA,4.3 stars out of 5,Awesome,2,Italian,North Scottsdale
Fresh Mint Restaurant,NA,NA,NA,2,Thai,North Scottsdale
Peppersauce Cafe,NA,NA,NA,2,American,Central Phoenix
Papaya Thai Restaurant,NA,NA,NA,2,Thai,Tempe
St. Francis,NA,4.4 stars out of 5,Awesome,2,American,North Central Phoenix
Lucky Star Asian Dining,NA,NA,NA,2,Asian,Tempe
SakeBomber Sushi & Grill,NA,NA,NA,2,Sushi,Tempe
Eastwind Restaurant,NA,NA,NA,2,Japanese,North Scottsdale
Humble Pie - Phoenix,NA,4.1 stars out of 5,Excellent,2,American,Downtown Phoenix
BP Street Cafe,NA,NA,NA,3,Asian,Tempe
The Main Ingredient Ale House & Cafe,NA,NA,NA,2,American,Central Phoenix
Living Room Wine Cafe,NA,NA,NA,2,Grill,Central Phoenix
China Chili,NA,NA,NA,2,Chinese,North Central Phoenix
Mac Alpines Soda Fountain,NA,NA,NA,2,Burgers,Central Phoenix
La Piccola Cucina,NA,NA,NA,2,Italian,Central Phoenix
Bri on 7th - Permanetly closed,NA,NA,NA,2,American,Downtown Phoenix
Greco And Sons Of Arizona,NA,NA,NA,2,American,Central Phoenix
Urban Vine,NA,NA,NA,2,Contemporary American,North Central Phoenix
Coco's Bakery Restaurant,NA,NA,NA,2,American,Central Phoenix
Windsor,NA,NA,NA,2,Contemporary American,North Central Phoenix
Applebee's - Phoenix,NA,NA,NA,3,American,Downtown Phoenix
Green Restaurant,NA,NA,NA,2,American,Central Phoenix
Taco House,NA,NA,NA,2,Mexican,North Central Phoenix
Maizie's Cafe & Bistro,NA,NA,NA,2,American,North Central Phoenix
Hula's Modern Tiki,NA,NA,NA,2,Contemporary American,North Central Phoenix
Nee House Chinese Restaurant,NA,NA,NA,2,Chinese,Tempe
George & Dragon Restaurant,NA,4 stars out of 5,Excellent,2,Grill,North Central Phoenix
Plaza Cafe,NA,NA,NA,2,American,Downtown Phoenix
Restaurante Huauchinangos,NA,NA,NA,2,Chinese,Tempe
Yoshi's,NA,4 stars out of 5,Excellent,2,Asian,North Central Phoenix
Riazzi's Italian Garden,NA,NA,NA,2,Contemporary American,Tempe
Macayo's Mexican Kitchen,NA,NA,NA,2,Mexican,Downtown Phoenix
FEZ,NA,NA,NA,2,Contemporary American,Downtown Phoenix
Sapporo - Scottsdale Main Dining Room,NA,4.2 stars out of 5,Awesome,2,Japanese,Scottsdale Quarter/Kierland Commons
Sapporo - Scottsdale Teppanyaki,NA,4.5 stars out of 5,Awesome,2,Teppanyaki,Scottsdale Quarter/Kierland Commons
Welcome Diner,NA,NA,NA,2,American,Central Phoenix
Morining Star Cafe,NA,NA,NA,2,American,Tempe
Cafe 36,NA,NA,NA,2,American,North Central Phoenix
Los Picos Parrilla Restaurant,NA,NA,NA,2,Mexican,Mesa
Broadway Cafe,NA,NA,NA,2,American,Tempe
Rodehouse Restaurant,NA,NA,NA,2,American,Central Phoenix
Fired Pie,NA,NA,NA,2,Italian,North Central Phoenix
Central Cafe & Markets,NA,NA,NA,2,American,Downtown Phoenix
Ruckers Restaurant Holdings,NA,NA,NA,2,American,Tempe
Picazzo's Gourmet Pizza and Salads,NA,4.1 stars out of 5,Excellent,2,Bistro,North Scottsdale
Ichi Ban Japanese Restaurant & Sushi,NA,NA,NA,2,Japanese,North Central Phoenix
U-haul Cafe,NA,NA,NA,2,American,North Central Phoenix
Princess Food And Deli,NA,NA,NA,2,American,Tempe
Asian Cafe Express,NA,NA,NA,2,Asian,Tempe
Tacos De Juarez,NA,NA,NA,2,Mexican,Central Phoenix
The Liberty Kitchen,NA,3.8 stars out of 5,Excellent,2,Contemporary American,Downtown Phoenix
Roma Garden,NA,NA,NA,2,Sushi,Desert Ridge
Wild Thaiger,NA,NA,NA,2,Thai,Central Phoenix
Unphogettable,NA,NA,NA,2,Vietnamese,Tempe
Dubliner Irish Pub & Restaurant,NA,NA,NA,2,Grill,Desert Ridge
Rita's Restaurant N' Catina,NA,NA,NA,2,Mexican,Mesa
Nan Zhou Hand Drawn Noodle Hse,NA,NA,NA,2,Korean,Tempe
Welcome Chicken & Donuts,NA,NA,NA,2,Grill,Downtown Phoenix
Ihop,NA,NA,NA,2,American,North Central Phoenix
Mother Bunch Brewing,NA,NA,NA,2,Grill,North Central Phoenix
El Bravo,NA,NA,NA,2,Mexican,Central Phoenix
The Iv Restaurant And Lounge,NA,NA,NA,2,Grill,North Central Phoenix
Greektown,NA,NA,NA,2,Greek,North Central Phoenix
Cindys Arizona Cafe,NA,NA,NA,2,American,Mesa
Las Mananitas,NA,NA,NA,2,Mexican,Downtown Phoenix
The Dirty Drummer,NA,NA,NA,2,American,Mesa
Epicurean Events,NA,NA,NA,2,American,Tempe
Zesty Zzeeks Pizza & Wings,NA,NA,NA,3,Italian,Tempe
Oven & Vine,NA,NA,NA,2,Grill,North Central Phoenix
The Clarendon Hotel and Spa,NA,NA,NA,2,Fusion / Eclectic,North Central Phoenix
Suenos New Mexican Cafe,NA,NA,NA,2,Mexican,Downtown Phoenix
Raintree Café and Lounge,NA,5 stars out of 5,Exceptional,2,American,North Scottsdale
First Watch,NA,NA,NA,2,American,Downtown Phoenix
Caribbean Palm And Restaurant,NA,NA,NA,2,Caribbean,Tempe
Casa Reynoso,NA,NA,NA,2,Mexican,Tempe
Seana Restaurant Group,NA,NA,NA,2,American,North Scottsdale
Pinos Pizza Al Centro,NA,NA,NA,2,Italian,North Central Phoenix
Thai Hut,NA,NA,NA,2,Thai,Central Phoenix
Aramark Corp,NA,NA,NA,2,American,North Central Phoenix
Joe's Cafe,NA,NA,NA,2,American,Downtown Phoenix
Los Olivos Mexican Restaurant,NA,NA,NA,2,Mexican,Old Town Scottsdale
Thai Long,NA,NA,NA,2,Thai,Downtown Phoenix
Los Compadres Mexican Food,NA,NA,NA,2,Mexican,Downtown Phoenix
Diamonds Chinese Restaurant,NA,NA,NA,2,Chinese,Downtown Phoenix
Thai E-san,NA,NA,NA,2,American,Downtown Phoenix
Taylor's Restaurant,NA,NA,NA,2,American,North Scottsdale
Bliss,NA,NA,NA,2,Contemporary American,Downtown Phoenix
Sanctum,NA,NA,NA,2,American,Downtown Phoenix
Hana Japanese Eatery,NA,NA,NA,2,Japanese,North Central Phoenix
El Santo Cantina,NA,NA,NA,2,Spanish,Desert Ridge
Compass Arizona Grill - Hyatt Regency Phoenix,NA,4.2 stars out of 5,Awesome,3,Contemporary American,Downtown Phoenix
Breakfast Kitchen Bar,NA,4.5 stars out of 5,Awesome,2,Contemporary American,North Scottsdale
Bobby Ds Restaurant & Lounge,NA,NA,NA,2,American,Central Phoenix
Alaskan Salmon Grill,NA,NA,NA,2,American,Desert Ridge
Red Devil Italian Restaurant & Pizzeria,NA,NA,NA,2,Italian,Tempe
Yucca Lounge,NA,NA,NA,2,Grill,Tempe
Intensity Cafe,NA,NA,NA,2,American,Tempe
T C Tacos,NA,NA,NA,2,Mexican,Tempe
Harley's Italian Bistro,NA,NA,NA,2,Italian,North Central Phoenix
Mod,NA,NA,NA,3,American,Downtown Phoenix
Cervantes Restaurant,NA,NA,NA,2,Mexican,Tempe
Caffe' Italia Llc,NA,NA,NA,2,American,North Central Phoenix
The Rock,NA,NA,NA,2,American,Downtown Phoenix
Mrs White's Golden Rule Cafe,NA,NA,NA,2,American,Downtown Phoenix
Humble Pie - Kierland,NA,4 stars out of 5,Excellent,2,Pizzeria,Central Scottsdale
The Old Spaghetti Factory - Phoenix,NA,NA,NA,2,Italian,Downtown Phoenix
Indian Paradise,NA,NA,NA,2,Indian,North Scottsdale
Pizza People Pub,NA,NA,NA,2,Pizzeria,North Central Phoenix
5th Avenue Cafe,NA,NA,NA,2,American,North Central Phoenix
Carlys Bistro,NA,NA,NA,2,French,Downtown Phoenix
Jalisciense Mexican Food,NA,NA,NA,2,Mexican,Tempe
Pete's Thai,NA,NA,NA,2,Thai,Cave Creek
Big League Cafe,NA,NA,NA,2,American,Downtown Phoenix
Short Leash Hot Dogs,NA,NA,NA,2,Meat,Downtown Phoenix
Filmbar,NA,NA,NA,2,American,Downtown Phoenix
Grimaldi's Coal Brick-Oven Pizzeria,NA,NA,NA,3,Italian,Desert Ridge
Mi Patio Mexican Restaurant,NA,NA,NA,2,Mexican,Downtown Phoenix
Junior's Mexican Food,NA,NA,NA,2,Mexican,Mesa
Fired Pie,NA,NA,NA,2,Italian,North Scottsdale
Q N Brew,NA,NA,NA,2,American,Tempe
Hammered Hog - OTC,NA,NA,NA,2,American,Desert Ridge
El Caminio,NA,NA,NA,2,Mexican,North Central Phoenix
Moira Sushi,NA,3.8 stars out of 5,Excellent,2,Sushi,Central Phoenix
Standard Restaurant,NA,NA,NA,2,American,Tempe
Mvb Most Valuable Bar & Grill,NA,NA,NA,2,Grill,Tempe
Chloe's Corner,NA,NA,NA,2,American,Desert Ridge
Sorso Wine Room,NA,4.4 stars out of 5,Awesome,2,Italian,Scottsdale Quarter/Kierland Commons
Fabulous Food At Az Science Ct,NA,NA,NA,2,American,Downtown Phoenix
Cardinal Pizza,NA,NA,NA,2,Italian,Central Phoenix
Happy Food Restaurant,NA,NA,NA,2,American,Tempe
Los Reyes De La Torta,NA,NA,NA,2,Mexican,North Central Phoenix
1130 The Restaurant,NA,4 stars out of 5,Excellent,2,Contemporary American,North Central Phoenix
Brick,NA,NA,NA,2,American,Downtown Phoenix
My Big Fat Greek Restaurant - AZ Center,NA,NA,NA,2,Greek,Downtown Phoenix
Fatsos Pizza,NA,NA,NA,2,Italian,Downtown Phoenix
Hooters - Phoenix,NA,NA,NA,3,American,Downtown Phoenix
Kona Grill - Scottsdale Quarter,NA,4.2 stars out of 5,Awesome,3,American,Scottsdale Quarter/Kierland Commons
Colorado Steaks & Cakes,NA,NA,NA,2,Steakhouse,Tempe
Sneakers Sports & Grill,NA,NA,NA,2,American,Tempe
Dragon Palace,NA,NA,NA,2,Chinese,Desert Ridge
Five Star Cafe,NA,NA,NA,2,American,Downtown Phoenix
Long Wongs,NA,NA,NA,2,American,Tempe
YCs Mongolian Grill,NA,NA,NA,3,Chinese,Tempe
Outback Steakhouse - Tempe,NA,NA,NA,2,Steak,Tempe
Los Reyes De La Torta #2,NA,NA,NA,2,Mexican,Tempe
Sushi Kokoro,NA,NA,NA,2,Sushi,Downtown Phoenix
Wongs Chinese Dining,NA,NA,NA,2,Chinese,Downtown Phoenix
Tampopo Ramen,NA,NA,NA,2,Japanese,Tempe
Berreria Italia,NA,NA,NA,2,Italian,Desert Ridge
Habaneros Mexican Grill,NA,NA,NA,2,Mexican,North Scottsdale
Taco House,NA,NA,NA,2,Mexican,North Central Phoenix
Maizie's Cafe & Bistro,NA,NA,NA,2,American,North Central Phoenix
Hula's Modern Tiki,NA,NA,NA,2,Contemporary American,North Central Phoenix
Nee House Chinese Restaurant,NA,NA,NA,2,Chinese,Tempe
George & Dragon Restaurant,NA,4 stars out of 5,Excellent,2,Grill,North Central Phoenix
Plaza Cafe,NA,NA,NA,2,American,Downtown Phoenix
Restaurante Huauchinangos,NA,NA,NA,2,Chinese,Tempe
Yoshi's,NA,4 stars out of 5,Excellent,2,Asian,North Central Phoenix
Riazzi's Italian Garden,NA,NA,NA,2,Contemporary American,Tempe
Macayo's Mexican Kitchen,NA,NA,NA,2,Mexican,Downtown Phoenix
FEZ,NA,NA,NA,2,Contemporary American,Downtown Phoenix
Sapporo - Scottsdale Main Dining Room,NA,4.2 stars out of 5,Awesome,2,Japanese,Scottsdale Quarter/Kierland Commons
Sapporo - Scottsdale Teppanyaki,NA,4.5 stars out of 5,Awesome,2,Teppanyaki,Scottsdale Quarter/Kierland Commons
Welcome Diner,NA,NA,NA,2,American,Central Phoenix
Morining Star Cafe,NA,NA,NA,2,American,Tempe
Cafe 36,NA,NA,NA,2,American,North Central Phoenix
Los Picos Parrilla Restaurant,NA,NA,NA,2,Mexican,Mesa
Broadway Cafe,NA,NA,NA,2,American,Tempe
Rodehouse Restaurant,NA,NA,NA,2,American,Central Phoenix
Fired Pie,NA,NA,NA,2,Italian,North Central Phoenix
Central Cafe & Markets,NA,NA,NA,2,American,Downtown Phoenix
Ruckers Restaurant Holdings,NA,NA,NA,2,American,Tempe
Picazzo's Gourmet Pizza and Salads,NA,4.1 stars out of 5,Excellent,2,Bistro,North Scottsdale
Ichi Ban Japanese Restaurant & Sushi,NA,NA,NA,2,Japanese,North Central Phoenix
U-haul Cafe,NA,NA,NA,2,American,North Central Phoenix
Princess Food And Deli,NA,NA,NA,2,American,Tempe
Asian Cafe Express,NA,NA,NA,2,Asian,Tempe
Tacos De Juarez,NA,NA,NA,2,Mexican,Central Phoenix
The Liberty Kitchen,NA,3.8 stars out of 5,Excellent,2,Contemporary American,Downtown Phoenix
Roma Garden,NA,NA,NA,2,Sushi,Desert Ridge
Wild Thaiger,NA,NA,NA,2,Thai,Central Phoenix
Unphogettable,NA,NA,NA,2,Vietnamese,Tempe
Dubliner Irish Pub & Restaurant,NA,NA,NA,2,Grill,Desert Ridge
Rita's Restaurant N' Catina,NA,NA,NA,2,Mexican,Mesa
Nan Zhou Hand Drawn Noodle Hse,NA,NA,NA,2,Korean,Tempe
Welcome Chicken & Donuts,NA,NA,NA,2,Grill,Downtown Phoenix
Ihop,NA,NA,NA,2,American,North Central Phoenix
Mother Bunch Brewing,NA,NA,NA,2,Grill,North Central Phoenix
El Bravo,NA,NA,NA,2,Mexican,Central Phoenix
The Iv Restaurant And Lounge,NA,NA,NA,2,Grill,North Central Phoenix
Greektown,NA,NA,NA,2,Greek,North Central Phoenix
Cindys Arizona Cafe,NA,NA,NA,2,American,Mesa
Las Mananitas,NA,NA,NA,2,Mexican,Downtown Phoenix
The Dirty Drummer,NA,NA,NA,2,American,Mesa
Epicurean Events,NA,NA,NA,2,American,Tempe
Zesty Zzeeks Pizza & Wings,NA,NA,NA,3,Italian,Tempe
Oven & Vine,NA,NA,NA,2,Grill,North Central Phoenix
The Clarendon Hotel and Spa,NA,NA,NA,2,Fusion / Eclectic,North Central Phoenix
Suenos New Mexican Cafe,NA,NA,NA,2,Mexican,Downtown Phoenix
Raintree Café and Lounge,NA,5 stars out of 5,Exceptional,2,American,North Scottsdale
First Watch,NA,NA,NA,2,American,Downtown Phoenix
Caribbean Palm And Restaurant,NA,NA,NA,2,Caribbean,Tempe
Casa Reynoso,NA,NA,NA,2,Mexican,Tempe
Seana Restaurant Group,NA,NA,NA,2,American,North Scottsdale
Pinos Pizza Al Centro,NA,NA,NA,2,Italian,North Central Phoenix
Thai Hut,NA,NA,NA,2,Thai,Central Phoenix
Aramark Corp,NA,NA,NA,2,American,North Central Phoenix
Joe's Cafe,NA,NA,NA,2,American,Downtown Phoenix
Los Olivos Mexican Restaurant,NA,NA,NA,2,Mexican,Old Town Scottsdale
Thai Long,NA,NA,NA,2,Thai,Downtown Phoenix
Los Compadres Mexican Food,NA,NA,NA,2,Mexican,Downtown Phoenix
Diamonds Chinese Restaurant,NA,NA,NA,2,Chinese,Downtown Phoenix
Thai E-san,NA,NA,NA,2,American,Downtown Phoenix
Taylor's Restaurant,NA,NA,NA,2,American,North Scottsdale
